,word,part_of_speech,frequency
45,leave,verb,31
112,love,verb,28
0,fly,verb,26
2,hold,verb,24
88,fall,verb,24
62,make,verb,23
73,kiss,verb,23
93,wait,verb,23
59,try,verb,22
33,want,verb,21
108,mean,verb,21
295,study,verb,20
58,stay,verb,19
72,bring,verb,18
279,carry,verb,18
55,grow,verb,17
63,begin,verb,17
15,take,verb,15
31,start,verb,15
94,meet,verb,15
30,die,verb,13
111,believe,verb,13
22,keep,verb,12
86,learn,verb,12
99,need,verb,12
10,lose,verb,11
21,cause,verb,11
57,speak,verb,11
4,adore,verb,10
9,stand,verb,10
20,kick,verb,10
81,forget,verb,10
27,lay,verb,9
37,walk,verb,9
87,remember,verb,9
104,play,verb,9
116,set,verb,9
132,ask,verb,9
277,weep,verb,9
52,live,verb,8
69,turn,verb,8
79,stop,verb,8
80,run,verb,8
101,win,verb,8
109,give,verb,8
119,bend,verb,8
51,hide,verb,7
68,appear,verb,7
74,hate,verb,7
117,listen,verb,7
124,return,verb,7
140,send,verb,7
23,pick,verb,6
48,meaning,verb,6
61,thought,verb,6
70,smile,verb,6
100,bother,verb,6
113,miss,verb,6
125,face,verb,6
156,hit,verb,6
157,shine,verb,6
170,sway,verb,6
223,build,verb,6
26,buy,verb,5
75,sit,verb,5
133,happen,verb,5
173,wish,verb,5
182,hurry,verb,5
8,eat,verb,4
24,deny,verb,4
38,pass,verb,4
44,spend,verb,4
50,fill,verb,4
67,beat,verb,4
84,treat,verb,4
130,rose,verb,4
145,throw,verb,4
149,recall,verb,4
153,wear,verb,4
198,testify,verb,4
200,put,verb,4
234,call,verb,4
290,loving,verb,4
18,change,verb,3
32,spread,verb,3
39,watch,verb,3
65,use,verb,3
76,glow,verb,3
83,pray,verb,3
95,teach,verb,3
98,seek,verb,3
114,guess,verb,3
123,understand,verb,3
143,wave,verb,3
152,serve,verb,3
162,grab,verb,3
163,cloud,verb,3
174,passeggiare,verb,3
189,rudolph,verb,3
193,add,verb,3
197,sustain,verb,3
205,burn,verb,3
208,cry,verb,3
217,frown,verb,3
220,pay,verb,3
244,answer,verb,3
245,afford,verb,3
247,wander,verb,3
276,willow,verb,3
292,overcome,verb,3
5,end,verb,2
25,quit,verb,2
29,roll,verb,2
34,stray,verb,2
35,wake,verb,2
36,melt,verb,2
42,allow,verb,2
43,merry,verb,2
56,laugh,verb,2
71,doob,verb,2
78,worry,verb,2
82,refuse,verb,2
85,escort,verb,2
97,draw,verb,2
102,broke,verb,2
105,bounce,verb,2
107,fling,verb,2
115,proceed,verb,2
118,talk,verb,2
122,worship,verb,2
126,fight,verb,2
127,reach,verb,2
134,survive,verb,2
135,derive,verb,2
142,warbling,verb,2
158,signore,verb,2
167,beginning,verb,2
171,telling,verb,2
172,disappear,verb,2
177,cover,verb,2
178,freeze,verb,2
180,feeling,verb,2
184,possess,verb,2
190,join,verb,2
191,won,verb,2
199,choose,verb,2
201,sound,verb,2
202,roma,verb,2
203,save,verb,2
204,yearn,verb,2
207,broken,verb,2
209,romancing,verb,2
210,obey,verb,2
211,godere,verb,2
214,cling,verb,2
215,dream,verb,2
219,means,verb,2
224,conspire,verb,2
225,fritt,verb,2
232,suppose,verb,2
238,pull,verb,2
243,offer,verb,2
265,goin,verb,2
273,got,verb,2
274,headin,verb,2
278,weeping,verb,2
305,sleepin,verb,2
306,flip,verb,2
311,shake,verb,2
312,pitter,verb,2
16,ride,verb,1
28,cut,verb,1
41,olha,verb,1
46,drink,verb,1
53,pour,verb,1
60,resist,verb,1
64,have,verb,1
66,toot,verb,1
77,oooooh,verb,1
89,punch,verb,1
90,stead,verb,1
91,ram,verb,1
92,burst,verb,1
96,drain,verb,1
103,rest,verb,1
106,rung,verb,1
110,surround,verb,1
120,drown,verb,1
121,explode,verb,1
128,lie,verb,1
129,scorn,verb,1
131,breeze,verb,1
136,decide,verb,1
137,write,verb,1
138,ground,verb,1
139,approve,verb,1
141,timing,verb,1
144,contain,verb,1
146,clown,verb,1
147,sleeve,verb,1
148,entertaining,verb,1
150,excite,verb,1
151,accuse,verb,1
154,swell,verb,1
155,pardon,verb,1
159,amore,verb,1
160,scurry,verb,1
161,lend,verb,1
164,enjoy,verb,1
165,venivo,verb,1
166,dolce,verb,1
168,mambo,verb,1
169,goomba,verb,1
175,ragged,verb,1
176,idolize,verb,1
179,marshmallow,verb,1
181,blink,verb,1
183,hurt,verb,1
185,stream,verb,1
186,redwing,verb,1
187,canyon,verb,1
188,hang,verb,1
192,mit,verb,1
194,fold,verb,1
195,sip,verb,1
196,stir,verb,1
206,dress,verb,1
212,ravie,verb,1
213,surprised,verb,1
216,powering,verb,1
218,push,verb,1
221,forgot,verb,1
222,glisten,verb,1
226,scuppettea,verb,1
227,blow,verb,1
228,hope,verb,1
229,stick,verb,1
230,doubt,verb,1
231,frighten,verb,1
233,thank,verb,1
235,bind,verb,1
236,curse,verb,1
237,roughen,verb,1
239,pretend,verb,1
240,roast,verb,1
241,season,verb,1
242,spy,verb,1
246,pedal,verb,1
248,tempt,verb,1
249,tout,verb,1
250,sable,verb,1
251,barstow,verb,1
252,steal,verb,1
253,remind,verb,1
254,remain,verb,1
255,refrain,verb,1
256,orange,verb,1
257,destroy,verb,1
258,touching,verb,1
259,cast,verb,1
260,vie,verb,1
261,oppress,verb,1
262,smite,verb,1
263,way,verb,1
264,complain,verb,1
266,promise,verb,1
267,thrive,verb,1
268,oozin,verb,1
269,tugboat,verb,1
270,unfold,verb,1
271,lead,verb,1
272,gon,verb,1
275,dootle,verb,1
280,replace,verb,1
281,embrace,verb,1
282,darling,verb,1
283,hypocrite,verb,1
284,reel,verb,1
285,bow,verb,1
286,fried,verb,1
287,going,verb,1
288,belong,verb,1
289,relax,verb,1
291,swamp,verb,1
293,check,verb,1
294,beware,verb,1
296,ring,verb,1
297,ting,verb,1
298,dutch,verb,1
299,mention,verb,1
300,shad,verb,1
301,forbid,verb,1
302,refined,verb,1
303,educate,verb,1
304,admit,verb,1
307,work,verb,1
308,expect,verb,1
309,womani,verb,1
310,solve,verb,1
