artist,title,lyrics
Dean Martin,Everybody Loves Somebody (”Dream with Dean” Version),"Everybody loves somebody sometime
Everybody falls in love somehow
Something in your kiss just told me
My sometime is now
Everybody finds somebody someplace
There's no telling where love may appear
Something in my heart keeps saying
My someplace is here
If I had it in my power
I'd arrange for every girl to have your charms
Then every minute, every hour
Every boy would find what I've found in your arms
Everybody loves somebody sometime
And although my dream was overdue
Your love made it well worth waiting
For someone like you
If I had it in my power
I'd arrange for every girl to have your charms
Then every minute, every hour
Every boy would find what I've found in your arms
Everybody loves somebody sometime
And although my dream was overdue
Your love made it well worth waiting for
Someone like you"
Dean Martin,On the Street Where You Live,"I have often walked down this street before
But the pavement always stayed beneath my feet before
All at once am I several stories high
Knowing I'm on the street where you live
Are there lilac trees in the heart of town
Can you hear a lark in any other part of town
Does enchantment pour out of every door
No, it's just on the street where you live
And oh, the towering feeling
Just to know somehow you are near
The over powering feeling
That any second you may suddenly appear
People stop and stare
They don't bother me
For there's nowhere else on earth that I would rather be
Let the time go by
I won't care if I
Can be here on the street where you live
People stop and stare
They don't bother me
For there's nowhere else on earth that I would rather be
Let the time go by
I won't care if I
Can be here on the street where you live
Can be here on the street where you live
Can be here on the street where you live"
Dean Martin,I Will,"I don't wanna be the one to say I'm gonna miss you
But I will (I will)
I don't want to say I'm gonna cry my eyes out, baby
But I will (I will)
I'm not ashamed for you to know
How much I really love you so
'Cause it was such a thrill
And just remember when you're gone
There'll be that someone sad who loves you still
You will look at him and see me smiling back at you
I know you will (You will)
And you will find yourself repeating things we used to do
I know you will (You will)
Don't wonder if you wanna come back
Just come running home to me
And let me feel that thrill
'Cause I'm the one who told you
I would love you dear forever and I will
Oh, I will
Yes, I will
Don't wonder if you want to come back
Just come running home to me
And let me feel that thrill
'Cause I'm the one who told you
I would love you, dear, forever and I will
'Cause I'm the one who told you
I would love you, dear, forever and I will
(I will)"
Dean Martin,How D’Ya Like Your Eggs In The Morning,"How do you like your eggs in the morning?
I like mine with a kiss
Boiled or fried?
I'm satisfied as long as I get my kiss
How do you like your toast in the morning?
I like mine with a hug
Dark or light?
The world's all right as long as I get my hug
I've got to have my love in the A.M
Or the rest of my day is positively mayhem
I'm a regular monster
How do you like your eggs in the morning?
I like mine with a kiss
Up or down?
I'll never frown, eggs can be almost bliss
Just as long as I get my kiss
How do you like your eggs in the morning?
How do you like your eggs in the morning?
I like mine with a kiss
I like mine with a kiss
Boiled or fried?
I'm satisfied as long as I get my kiss
How do you like your toast in the morning?
How do you like your toast in the morning?
I like mine with a hug
I like mine with a hug
Dark or light?
The world's all right as long as I get my hug
I've got to have my love in the A.M
Or the rest of my day is positively mayhem
I'm a regular monster
How do you like your eggs in the morning?
I like mine with a kiss
Up or down
I'll never frown, eggs can be almost bliss
Just as long as I get my kiss"
Dean Martin,King of the Road,"No phone no pool no pets ain't got no cigarettes
But two hours of pushing broom buys a eight by twelve four bit room
I'm a man of means by no means king of the road
Third boxcar midnight train destination Bangor Maine
Old worn out suit and shoes don't pay no union dues
I smoke old stogies I have found short but not too big around
I'm a man of means by no means king of the road
Every engineer on every train
And all of the children and all of their names
(And every hand-out in every town)
Every lock that ain't locked when no one's around
I sing trailer for sale or rent...
King of the road king of the road"
Dean Martin,Come Back To Sorrento,"Tender thoughts occur to me
I have often seen your eyes
In the nighttime when I dream
When I pass a garden fair
And the scent is in the air
In my mind a dream awakes
And my heart begins to break
But you said goodbye to me
Now all I can do is grieve
Can it be that you forgot?
Darling forget me not!
Please don't say farewell
So I can mend"
Dean Martin,Innamorata,"If our lips should meet, Innamorata
Kiss me, kiss me sweet, Innamorata
Hold me close and say you're mine
With a love as warm as wine
I'm at heaven's door, Innamorata
Want you more and more, Innamorata
You're a symphony, a very beautiful sonata, my Innamorata
Say that you're my sweetheart, my love
You're a symphony, a very beautiful sonata my Innamorata
Say that you're my sweetheart
My one and only sweetheart
Say that you're my sweetheart, my love"
Dean Martin,Somewhere There’s a Someone,"Somewhere there's a someone for me
Though I may be lonely now
I'll see it through somehow
To someone's heart I know I hold the key
Somewhere there's a someone for everyone
Somewhere there's a someone for me
And I'll search my whole life through
Until I find a love that's true
For I know somewhere there's a someone for me
(Somewhere)
(Somewhere)
And I'll search my whole life through
Until I find a love that's true
For I know somewhere there's a someone for me
For I know somewhere there's a someone for me"
Dean Martin,Winter Wonderland,"Sleigh bells ring, are you listening
In the lane snow is glistening
A beautiful sight, we're happy tonight
Walking in a winter wonderland
Gone away is the bluebird
Here to stay is a new bird
He sings a love song as we go along
Walking in a winter wonderland
In the meadow we can build a snowman
And pretend that he is Parson Brown
He'll say, ""Are you married?,"" we'll say, ""No, man""
Oh, but you can do the job when you're in town
Later on we'll conspire as we dream by the fire
To face unafraid the plans that we made
Walking in a winter wonderland
In the meadow we can build a snowman
And pretend that he is Parson Brown
He'll say, ""Are you married?,"" we'll say, ""No, man""
But you can do the job when you're in town
Oh, later on we will conspire as we dream by the fire
To face unafraid the plans that we made
Walking in a winter wonderland
Oh, walking in a winter wonderland
You hear me talking, walking in a winter wonderland
Mhm"
Dean Martin,Luna Mezzo Mare,"Mamma mia m'a maritare
Figlia mia a cu te dare
Mamma mia pensace tu
Se te piglio lu pesciaiole
Isse vai isse vene
Sempe lu pesce mane tene
Se ce 'ncappa la fantasia
Te pesculia figghiuzza mia
Là lariulà pesce fritt'e baccalà
Uei cumpà
No calamare c'eggi'accattà
C'è 'na luna mezz'u mare
Mamma mia m'a maritare
Figlia mia a cu te dare
Mamma mia pensace tu
Se te piglio lu pulezia
Isse vai isse vene
Semp'a scuppetta mane tene
Se ce 'ncappa la fantasia
Te scuppettea figghiuzza mia
Là lariulà pesce fritt'e baccalà
Uei cumpà
'Na scuppetta c'eggi'accattà"
Dean Martin,Oh Marie,"Quanto sonno agiu perso per te
Famme' durmi, una notte abbraciata cu te
We' Marie, we' Marie
Quanto sonno agiu perse per te
Famme' durmi, we' Marie, we' Marie
We' Marie, we' Marie
You were all in this world to me
Here by the window
The sweet melody I sing to thee
Oh Marie, we' Marie
All the stars in the sky shine for thee
Please listen to me
Oh marie, we' Marie"
Dean Martin,I’ve Grown Accustomed to Her Face,"I've grown accustomed to her face
She almost makes the day begin
I've grown accustomed to the tune
She whistles night and noon
Her smiles, her frowns
Her ups, her downs
Are second nature to me now
Like breathin' out and breathin' in
I was serenely independent
And content before we met
Surely I could always be that way again
And yet
I've grown accustomed to her looks
Accustomed to her voice
Accustomed to her face
She's second nature to me now
Like breathin' out and breathin' in
I'm very grateful she's a woman
And so easy to forget
Rather like a habit one can always break
And yet
I've grown accustomed to the trace
Of somethin' in the air
Accustomed to her face"
Dean Martin,On an Evening In Roma (Sott’er Celo De Roma),"Strette como e' tutta bella a passeggiare
Sotto il cielo di Roma
Down each avenue or via, street or strata
You can see 'em disappearin' two by two
On an evenin' in Roma
Do they take 'em for espresso, yeah, I guess so
On each lover's arm a girl, I wish I knew
On an evenin' in Roma
Though there's grinin' and mandolinin' in sunny Italy
The beginning has just begun
When the sun goes down
So please meet me in the plaza near your casa
I am only one and one is much too few
On an evenin' in Roma
Don't know what the country's comin' to
But in Rome do as the Romans do
Will you on an evenin' in Roma?
Though there's grining and mandolining in sunny Italy
The beginning has just begun
When the sun goes down
Como e' bella ce' la luna brille e' strette
Strette como e' tutta bella a passeggiare
Sotto il cielo di Roma
Don't know what the country's comin' to
But in Rome do as the Romans do
Will you on an evenin' in Roma?
Sott'er celo de Roma
On an evenin' in Roma"
Dean Martin,Houston,"Everybody puts me down
I'm a face without a name
Just walking in the rain
Goin' back to Houston, Houston, Houston
I got holes in both of my shoes
Well I'm a walking case of the blues
Saw a dollar yesterday
But the wind blew it away
Goin' back to Houston, Houston, Houston
I haven't eaten in about a week
I'm so hungry when I walk I squeak
Nobody calls me friend
It's sad the shape I'm in
Goin' back to Houston, Houston, Houston
Goin' back to Houston, Houston, Houston
I got a girl waiting there for me
Well at least she said she'd be
I got a home and a big warm bed
And a feather pillow for my head
Goin' back to Houston, Houston, Houston
Well it's lonesome in this old town
Everybody put me down
I'm a face without a name
Just walking in the rain
Goin' back to Houston, Houston, Houston"
Dean Martin,Red Roses for a Blue Lady,"I want some red roses for a blue lady
Mister florist, take my order please
We had a silly quarrel the other day
I hope these pretty flowers take the blues away
I want some red roses for a blue lady
Send them to the sweetest gal in town
And if they do the trick, I'll hurry back and pick
Your best white orchids for her wedding gown
I want some red roses for a blue lady, ah, ah
We had a silly quarrel the other day
I hope these pretty flowers chase the blues away
I want some red roses for a blue lady
Send them to the sweetest gal in town
And if they do the trick, I'll hurry back to pick
Your best white orchids for her wedding gown
Your best white orchids for her wedding gown"
Dean Martin,Please Don’t Talk About Me When I’m Gone,"Oh honey, though our friendship ceases from now on
And listen, if you can't say anything real nice
It's better not to talk at all is my advice
We're parting, you go your way I'll go mine
It's best that we do
Here's a kiss I hope that this brings lots of luck to you
Oh makes no difference how I carry on
Remember, please don't talk about me when I'm gone
We're parting, you go your way I'll go mine
It's best that we do
Here's a kiss I hope that this brings lots of luck to you
Makes no difference how I carry on
Remember, please don't talk about me
Please don't talk about me
Please don't talk about me when I'm gone"
Dean Martin,Good Mornin’ Life,"Good morning life
Good morning, sun — how are your skies above
Gee, it's great to be alive and in love
Good morning life
Good morning birds, sing out your happy tune
Feels so good because I'll be seeing her soon
Last night she said she loved me
What a pity to part
I slept with both eyes open waiting for today to start
Good morning life
Good morning world — how are you happiness
All at once I know what livin' can be
It's life, it's free, it's someone waiting for me
Who'll someday be my wife, good morning life
Good morning life
Good morning life
Last night she said she loved me
What a pity to part
I slept with both eyes open waiting for today to start
Good morning life
Good morning world how are you happiness
All at once I know what livin' can be
Ah, it's life, it's free, it's someone waiting for me
Who'll someday be my wife, good morning life"
Dean Martin,Jingle Bells,"Dashing through the snow
In a one-horse open sleigh
O'er the fields we go
Laughing all the way
Bells on bobtails ring
Making spirits bright
What fun it is to ride and sing
A sleighing song tonight
Oh, jingle bells, jingle bells
Jingle all the way
Oh, what fun it is to ride
In a one-horse open sleigh
Jingle bells, jingle bells
Jingle all the way
Oh, what fun it is to ride
In a one-horse open sleigh
Now the ground is white
Go it while you're young
Take the girls tonight
And sing this sleighing song
Just get a bob tailed nag
Two forty for his speed
Then hitch him to an open sleigh and
Crack you'll take the lead
Oh, jingle bells, jingle bells
Jingle all the way
Oh, what fun it is to ride
In a one-horse open sleigh
Jingle bells and jingle bells
Jingle all the way
Oh, what fun it is to ride
In a one-horse open sleigh
Come on Prancer and Dancer
Go on, get out of here"
Dean Martin,The Money Song,"If you got it, you don't need it
If you need it, you don't got it
You don't get, it shame on you
Funny, funny, funny what money can do
Them that have it get more of it
Less they need it, the more they love it
And it sticks to them like glue
Funny, funny, funny what money can do
Ask the rich man, he'll confess
Money can't buy happiness
Ask the poor man, he don't doubt
But he'd rather be miserable with than without
If you spend it, please be wiser
If you save it, you're a miser
You don't want it, you're cuckoo
Funny, funny, funny what money can do
La-money, mo-no-money, money-mo-no
Oh, shut up, Jerry, what are you doing?
I'm singing
This is singing?
Don't you like it?
No, I don't like it, do you wanna sing with me?
Can I sing with you?
Sure you can
All right
If I do not need it badly
Friends will give it to you gladly
But I need it, nuts to you
Funny, funny, funny what money can do
If I am lucky and I make it
You'll be frightened, but who can take it?
The Internal Revenue
Funny, funny, funny what money can do
Birds don't got it, still, they sing
Eating winds up on the wing
Ideal lives some folks affirm
So, okay, you're a bird, but suppose you're a worm
It's a bad thing, oh yes, very
For the germs and sanitary
Will you have some? Oh, thank you
Funny, funny, funny what money can do
If I got it (Who's got it?), I don't need it (But I need it)
If you need it (And I need it), you don't got it (But I want it)
You can't get it, shame on you (What can I do?)
Funny, funny, funny what money can do
Them that have it (Where'd they get it?), get more of it (Can they keep it?)
The less they need it (Who don't need it?), the more they love it (And how they love it)
And it sticks to them like glue (Boo-hoo)
Funny, funny, funny what money can do
Money, money, we love you
Funny, funny, funny you can do"
Dean Martin,Pretty Baby,"Everybody loves a baby, that's why I'm in love with you
Pretty baby, pretty baby
And I'd like to be your sister, brother, dad and mother, too
Pretty baby, pretty baby
Won't you come and let me rock you in my cradle of love
And we'll cuddle all the time
Oh, I want a lovin' baby and it might as well be you
Pretty baby of mine
Everybody loves a baby, that's why I'm in love with you
Pretty baby, pretty baby
And I'd like to be your sister, brother, dad and mother, too
Pretty baby, pretty baby
Won't you come and let me rock you in my cradle of love
And we'll cuddle all the time
Oh, I want a lovin' baby and it might as well be you
Pretty baby of
Pretty baby of
Pretty baby of mine"
Dean Martin,The Birds and the Bees,"Let me tell you about the birds the bees
And the flowers and the trees
The moon up above, and a thing called love
Let me tell you about the stars in the sky
A girl and a guy
And the way they could kiss
On a night like this
When I look into your big brown eyes
It's very plain to see
That it's time you learned 'bout the facts of life
Starting from A to Z
Let me tell you 'bout the birds and the bees
The flowers and the trees
The moon up above, and a thing called love
When I look into your big brown eyes
It is very plain to see
That it's time you learned 'bout the facts of life
Starting from A to Z
Well, let me tell you 'bout the birds the bees
The flowers and the trees
The moon up above, and a thing called love
Let me tell you 'bout the birds the bees
The flowers and the trees
The stars in the sky, a girl and a guy
The birds the bees, the flowers and the trees
The stars in the sky, the girl and the guy
The birds and the bees, the flowers and the trees"
Dean Martin,Gentle On My Mind,"It's knowing that your door is always open and your path is free to walk
That makes me tend to leave my sleeping bag rolled up and stashed behind your couch
And it's knowing I'm not shackled by forgotten words and bonds
And the ink stains that have dried up on some line
That keeps you in the back roads by the rivers of my memory
That keeps you ever gentle on my mind
It's not clinging to the rocks and ivy planted on their columns now that binds me
Or something that somebody said because they thought we fit together walking
It's just knowing that the world will not be cursing or forgiving when I walk along some railroad track and find
Moving on the backroads by the rivers of my memory
And for hours you're just gentle on my mind
Well, I dip my cup of soup back from the gurgling crackling caldron in some train yard
My beard a roughening coal pile and a dirty hat pulled low across my face
Cupped hands 'round a tin can, I pretend I hold you to my breast and find
That you're waving from the backroad by the river of my memory
Ever smiling, ever gentle on my mind
Lee-da-da-dee, da-da-dun-dun-da-da-dee"
Nat “King” Cole,L-O-V-E,"L is for the way you look at me
O is for the only one I see
V is very, very extraordinary
E is even more than anyone that you adore can
Love is all that I can give to you
Love is more than just a game for two
Two in love can make it, take my heart and please don't break it
Love was made for me and you
L is for the way you look at me
O is for the only one I see
V is very, very extraordinary
E is even more than anyone that you adore can
Love is all that I can give to you
Love is more than just a game for two
Two in love can make it, take my heart and please don't break it
Love was made for me and you
Love a-was made for me and you
Love a-was made for me and you"
Nat “King” Cole,The Christmas Song,"Chestnuts roasting on an open fire, Jack Frost nipping at your nose
Yuletide carols being sung by a choir and folks dressed up like Eskimos
Everybody knows a turkey and some mistletoe help to make the season bright
Tiny tots with their eyes all aglow will find it hard to sleep tonight
They know that Santa's on his way
He's loaded lots of toys and goodies on his sleigh
And every mother's child is gonna spy
To see if reindeer really know how to fly
And so I'm offering this simple phrase to kids from one to ninety-two
Although it's been said many times, many ways, Merry Christmas to you
And so I'm offering this simple phrase to kids from one to ninety-two
Although it's been said many times, many ways, Merry Christmas to you"
Nat “King” Cole,Smile,"Smile though your heart is aching
Smile even though it's breaking
When there are clouds in the sky
You'll get by
If you smile through your fear and sorrow
Smile and maybe tomorrow
You'll see the sun come shining through
For you
Light up your face with gladness
Hide every trace of sadness
Although a tear
May be ever so near
That's the time you must keep on trying
Smile, what's the use of crying?
You'll find that life is still worthwhile
If you'll just smile
That's the time you must keep on trying
Smile, what's the use of crying?
You'll find that life is still worthwhile
If you'll just smile"
Nat “King” Cole,Unforgettable,"Unforgettable
That's what you are
Unforgettable
Though near or far
Like a song of love that clings to me
How the thought of you does things to me
Never before has someone been more
Unforgettable
In every way
And forevermore
That's how you'll stay
That's why, darling, it's incredible
That someone so unforgettable
Thinks that I am unforgettable, too
Unforgettable
In every way
And forevermore
That's how you'll stay
That's why, darling, it's incredible
That someone so unforgettable
Thinks that I am unforgettable, too"
Nat “King” Cole,Daisy Bell (Bicycle Built for Two),"Daisy, Daisy, give me your answer do
I'm half crazy all for the love of you
It won't be a stylish marriage
I can't afford a carriage
But you'll look sweet upon the seat
Of a bicycle built for two
There is a flower within my heart
Daisy, Daisy
Planted one day by a glancing dart
Planted by Daisy Bell
Whether she loves me or loves me not
Sometimes it's hard to tell
Yet I am longing to share the lot
Of beautiful Daisy Bell
Daisy, Daisy, give me your answer do
I'm half crazy all for the love of you
It won't be a stylish marriage
I can't afford a carriage
But you'll look sweet upon the seat
Of a bicycle built for two
We will go tandem as man and wife
Daisy, Daisy
Pedaling away down the road of life
I and my Daisy Bell
When the road's dark, we can both despise
Policemen and lamps as well
There are bright lights in the dazzling eyes
Of beautiful Daisy Bell
Daisy, Daisy, give me your answer do
I'm half crazy all for the love of you
It won't be a stylish marriage
I can't afford a carriage
But you'll look sweet upon the seat
Of a bicycle built for two"
Nat “King” Cole,Nature Boy,"There was a boy
A very strange, enchanted boy
They say he wandered very far
Very far, over land and sea
A little shy and sad of eye
But very wise was he
And then one day
A magic day he passed my way
And while we spoke of many things
Fools and kings
This he said to me:
""The greatest thing you'll ever learn
Is just to love and be loved in return""
""The greatest thing you'll ever learn
Is just to love and be loved in return"""
Nat “King” Cole,Mona Lisa,"Mona Lisa, Mona Lisa, men have named you
You're so like the lady with the mystic smile
Is it only 'cause you're lonely they have blamed you?
For that Mona Lisa strangeness in your smile?
Do you smile to tempt a lover, Mona Lisa?
Or is this your way to hide a broken heart?
Many dreams have been brought to your doorstep
They just lie there, and they die there
Are you warm? Are you real, Mona Lisa?
Or just a cold and lonely, lovely work of art?
Do you smile to tempt a lover, Mona Lisa?
Or is this your way to hide a broken heart?
Many dreams have been brought to your doorstep
They just lie there, and they die there
Are you warm? Are you real, Mona Lisa?
Or just a cold and lonely, lovely work of art?
Mona Lisa
Mona Lisa"
Nat “King” Cole,When I Fall In Love,"When I fall in love
It will be forever
Or I'll never fall in love
In a restless world like this is
Love is ended before it's begun
And too many moonlight kisses
Seem to cool in the warmth of the sun
When I give my heart
It will be completely
Or I'll never give my heart
And the moment I can feel that
You feel that way too
Is when I fall in love with you
And the moment I can feel that
You feel that way too
Is when I'll fall in love with you"
Nat “King” Cole,Autumn Leaves,"The falling leaves drift by the window
The autumn leaves of red and gold
I see your lips, the summer kisses
The sun-burned hands I used to hold
Since you went away the days grow long
And soon I'll hear old winter's song
But I miss you most of all my darling
When autumn leaves start to fall
The falling leaves drift by the window
The autumn leaves of red and gold
I see your lips, the summer kisses
The sun-burned hands I used to hold
Since you went away the days grow long
And soon I'll hear old winter's song
But I miss you most of all my darling
When autumn leaves start to fall
C'est une chanson, qui nous ressemble
Toi tu m'aimais et je t'aimais
Nous vivions tous, les deux ensemble
Toi que m'aimais moi qui t'aimais
Mais la vie sépare ceux qui s'aiment
Tout doucement sans faire de bruit
Et la mer efface sur le sable les pas des amants désunis"
Nat “King” Cole,(Get Your Kicks On) Route 66,"If you ever plan to motor west
Travel my way, take the highway that's the best
Get your kicks on Route 66
It winds from Chicago to L.A
More than two thousand miles all the way
Get your kicks on Route 66
Now you go through St. Louis
Joplin, Missouri
And Oklahoma City looks mighty pretty
You'll see Amarillo
Gallup, New Mexico
Flagstaff, Arizona
Don't forget Winona
Kingman, Barstow, San Bernardino
Won't you get hip to this timely tip?
When you make that California trip
Get your kicks on Route 66
Won't you get hip to this timely tip?
When you make that California trip
Get your kicks on Route 66
Get your kicks on Route 66
Get your kicks on Route 66"
Nat “King” Cole,Stardust,"And now the purple dusk of twilight time
Steals across the meadows of my heart
High up in the sky, the little stars climb
Always reminding me that we're apart
You wander down the lane and far away
Leaving me a song that will not die
Love is now the stardust of yesterday
The music of the years gone by
Sometimes I wonder why I spend
The lonely night dreaming of a song
The melody haunts my reverie
And I am once again with you
When our love was new
And each kiss an inspiration
But that was long ago
Now my consolation
Is in the stardust of a song
Beside a garden wall
When stars are bright
You are in my arms
The nightingale tells his fairytale
A paradise where roses bloom
Though I dream in vain
In my heart it will remain
My stardust melody
The memory of love's refrain"
Nat “King” Cole,Orange Colored Sky,"I was walking along, minding my business
When out of an orange colored sky
(Flash! Bam! Alakazam!)
Wonderful you came by
I was hummin' a tune, drinking in sunshine
When out of that orange colored view
(Flash! Bam! Alakazam!)
I got a look at you
One look and I yell ""timber""
Watch out for flying glass
'Cause the ceiling fell in, the bottom fell out
I went into a spin and I started to shout
""I've been hit, this is it, this is it, I-T, it!""
I was walking along, minding my business
When love came and hit me in the eye
(Flash! Bam! Alakazam!)
Out of an orange colored sky
One look and I yell ""timber""
Watch out for flying glass
'Cause the ceiling fell in, the bottom fell out
I went into a spin and I started to shout
""I've been hit, this is it, this is it, I-T, it!""
I was walkin' along
Mindin' my business
When love came and hit me in the eye
(Flash! Bam! Alakazam!)
Out of an orange colored
Purple striped, pretty green polka-dot sky
(Flash! Bam!)
Alakazam and goodbye
Wow, I thought love was much softer than that
What a most disturbing sound"
Nat “King” Cole,That’s All,"And a promise to be near each time you call
And the only heart I own
For you and you alone
That's all, that's all
I can only give you country walks in springtime
And a hand to hold when leaves begin to fall
And a love whose burning light
Will warm the winter night
That's all, that's all
There are those, I am sure, who have told you
They would give you the world for a toy
All I have are these arms to enfold you
And a love time can never destroy
If you're wondering what I'm asking in return, dear
You'll be glad to know that my demands are small
Say it's me that you'll adore
For now and ever more
That's all, that's all
If you're wondering what I'm asking in return, dear
You'll be glad to know that my demands are small
Say it's me that you'll adore
For now and ever more
That's all, that's all"
Nat “King” Cole,Too Young,"They try to tell us we're too young
Too young to really be in love
They say that love's a word
A word we've only heard
But can't begin to know the meaning of
And yet we're not too young to know
This love will last though years may go
And then someday they may recall
We were not too young at all
And yet we're not too young to know
This love will last though years may go
And then someday they may recall
We were not too young at all"
Nat “King” Cole,Straighten Up and Fly Right,"A buzzard took a monkey for a ride in the air
The monkey thought that everything was on the square
The buzzard tried to throw the monkey off his back
The monkey grabbed his neck and said, ""Now listen, Jack...""
Straighten up and fly right
Straighten up and stay right
Straighten up and fly right
Cool down, papa
Don't you blow your top
Ain't no use in diving
What's the use in jiving?
Straighten up and fly right
Cool down, papa
Don't you blow your top
The buzzard told the monkey you are choking me
Release your hold and I'll set you free
The monkey looked the buzzard right dead in the eye and said
""Your story's so touching, but it sounds just like a lie.""
Straighten up and fly right
Straighten up and stay right
Straighten up and fly right
Cool down, papa
Don't you blow your top
Ain't no use in diving
What's the use in jiving?
Straighten up and fly right
Cool down, papa
Don't you blow your top
Straighten up and fly right
Straighten up and stay right
Straighten up and fly right
Cool down, papa
Don't you blow your top
Ain't no use in diving
What's the use in jiving?
Straighten up and fly right
Cool down, papa
Don't you blow your top"
Nat “King” Cole,Let There Be Love,"Let there be you
Let there be me
Let there be oysters
Under the sea
Let there be wind
An occasional rain
Chile con carne
Sparkling champagne
Let there be birds
To sing in the trees
Someone to bless me
Whenever I sneeze
Let there be cuckoos
A lark and a dove
But first of all, please
Let there be love
Let there be cuckoos
A lark and a dove
But first of all, please
Let there be love
Mmm, love
Mmm, love
Let there be love"
Louis Armstrong,La Vie En Rose,"Hold me close and hold me fast
The magic spell you cast
This is la vie en rose
When you kiss me, heaven sighs
And though I close my eyes
I see la vie en rose
When you press me to your heart
I'm in a world apart
A world where roses bloom
And when you speak, angels sing from above
Everyday words seem to turn into love songs
Give your heart and soul to me
And life will always be
La vie en rose"
Louis Armstrong,What a Wonderful World,"I see trees of green, red roses too
I see them bloom for me and you
And I think to myself
What a wonderful world
I see skies of blue and clouds of white
The bright blessed days, the dark sacred nights
And I think to myself
What a wonderful world
The colors of the rainbow
So pretty in the sky
Are also on the faces
Of people going by
I see friends shaking hands, saying, ""How do you do?""
They're really saying, ""I love you""
I hear babies cry, I watch them grow
They'll learn much more
Than I'll ever know
And I think to myself
What a wonderful world
Yes, I think to myself
What a wonderful world​"
Louis Armstrong,Go Down Moses,"Go down, Moses
Way down in Egypt land
Tell old Pharaoh to
Let my people go
Now when Israel was in Egypt land
Let my people go
Oppressed so hard they could not stand
Let my people go
So the Lord said
""Go down (Go down), Moses (Moses)
Way (Way) down (Down) in Egypt land
Tell old Pharaohs to let my people go"" (Let my people go)
So Moses went to Egypt land
Let my people go
He made old Pharaoh understand
Let my people go
Yes, the Lord said
""Go down (Go down), Moses (Moses)
Way (Way) down (Down) in Egypt land
Tell old Pharaohs to let my people go""
Thus spoke the Lord, bold Moses said
""Let my people go,"" mm
""If not, I'll smite your firstborn dead"" (Let my people go)
'Cause the Lord said
""Go down (Go down), Moses (Moses)
Way (Way) down (Down) in Egypt land
Tell old Pharaohs to let my people go"" (Let my people go)
Way down in Egypt land
Tell old Pharaoh to
Let my people go"
Louis Armstrong,Jeepers Creepers,"When the weatherman says it's raining
You'll never hear me complaining, I'm certain the sun will shine
I don't care how the weather vane points
When the weather vane points to gloomy
It's gotta be sunny to me, when your eyes look into mine
Jeepers Creepers, where'd ya get those peepers?
Jeepers Creepers, where'd ya get those eyes?
Gosh all git up, how'd they get so lit up?
Gosh all git up, how'd they get that size?
Golly gee! When you turn those heaters on, woe is me
Got to get my cheaters on, Jeepers Creepers
Where'd ya get those peepers? On, those weepers
How they hypnotize, where'd ya get those eyes?
Where'd ya get those eyes? Where'd ya get those eyes?"
Louis Armstrong,"Hello, Dolly!","This is Louis, Dolly
It's so nice to have you back where you belong
You're lookin' swell, Dolly
I can tell, Dolly
You're still glowin', you're still crowin'
You're still goin' strong
I feel the room swayin'
While the band's playin'
One of our old favourite songs from way back when
So take her wrap, fellas
Find her an empty lap, fellas
Dolly'll never go away again
I feel the room swayin'
While the band's playin'
One of our old favourite songs from way back when
So golly, gee, fellas
Have a little faith in me, fellas
Dolly, never go away
Promise you'll never go away
Dolly, never go away again"
Louis Armstrong,A Kiss To Build a Dream On,"Give me a kiss to build a dream on
And my imagination will thrive upon that kiss
Sweetheart, I ask no more than this
A kiss to build a dream on
Give me a kiss before you leave me
And my imagination will feed my hungry heart
Leave me one thing before we part
A kiss to build a dream on
When I'm alone with my fancies
I'll be with you
Weaving romances
Making believe they’re true
Oh, give me your lips for just a moment
And my imagination will make that moment live
Mmm, give me what you alone can give
A kiss to build a dream on
When I'm alone with my fancies
I'll be with you
Weaving romances
Making believe they’re true
Oh, give me your lips for just a moment
And my imagination will make that moment live
Oh, give me what you alone can give
A kiss to build a dream on"
Louis Armstrong,Mack the Knife,"Oh, the shark has pretty teeth, dear
And he shows them, a-pearly white
Just a jackknife has Macheath, dear
And he keeps it out of sight
When the shark bites with his teeth, dear
Scarlet billows start to spread
Fancy gloves though wears Macheath, dear
So there’s not a trace, mmm, of red
On the sidewalk, Sunday mornin', baby
Lies a body, oozin' life
Someone sneakin' 'round the corner
Is the someone Mack the Knife?
From a tugboat by the river, baby
A cement bag's drooppin' down
Yeah the cement's just for the weight, dear
Bet you Mack, he's back in town
Lookie here, Louie Miller, disappeared, dear
After drawing out his cash
And MacHeath spends like a sailor
Did our boy do somethin' rash?
Suky Tawdry, Jenny Diver
Lotte Lenya, sweet Lucy Brown
Yes, the line forms on the right, dears
Now that Macheath's back in town
Take it, Satch"
Louis Armstrong,We Have All the Time in the World,"Time enough for life
To unfold all the precious things
Love has in store
We have all the love in the world
If that's all we have you will find
We need nothing more
Every step of the way
Will find us
With the cares of the world
Far behind us
We have all the time in the world
Just for love
Nothing more, nothing less
Only love
Every step of the way
Will find us
With the cares of the world
Far behind us, yes
We have all the time in the world
Just for love
Nothing more, nothing less
Only love
Only love"
